GENE,fA,fC,fG,fT,rAC,rAG,rAT,rCG,rCT,rGT,ALPH,NDAP,SAME_SEQ1,SAME_SEQ2,SEED,SECS
0776,"24_1_0,1_0_0,8_2_0,11_0_0","20_0_0,2_0_0,8_0_0,9_0_0",21,606270125,0.365,0.243,0.083,0.309,0,0.307645,0.544411,2.075894,0.560832,0.000100,1.061369,1.000000,1.086899
0777,"18_0_0","14_0_0",24,806968820,0.276,0.130,0.210,0.384,0,0.921083,2.428652,2.055459,2.770265,2.233151,5.727169,1.000000,1.592750
0778,"9_3_0,14_1_0,17_0_0,10_2_0,11_1_0,1_0_0,14_0_0","11_3_0,18_1_0,23_0_0,10_7_0,9_1_0,2_0_0,18_0_0",25,328594619,0.128,0.214,0.254,0.403,0,0.987465,14.547171,16.019579,4.070750,3.185504,10.451250,1.000000,15.356790
0779,"19_0_0,21_0_0,21_0_0,1_0_0","15_0_0,11_0_0,9_0_0,2_0_0",21,275186047,0.258,0.187,0.203,0.352,0,0.984145,0.827253,11.128686,3.842687,4.706715,9.330279,1.000000,0.570036
0780,"18_0_0,22_2_0,11_0_0","14_0_0,22_1_0,9_0_0",23,31428392,0.231,0.157,0.339,0.273,0,2.279733,1.265059,3.793066,2.500880,0.430954,7.673756,1.000000,1.273589
0781,"25_0_0,15_0_0,18_0_0,11_0_0","21_0_0,22_0_0,14_0_0,9_0_0",14,413119583,0.214,0.214,0.318,0.253,0,0.208064,10100.861756,5829.252236,9607.695056,7162.140383,6320.601821,1.000000,1.482098
0782,"19_0_0,4_1_0,18_0_0,1_0_0,11_0_0","15_0_0,7_1_0,14_0_0,2_0_0,9_0_0",23,369186852,0.282,0.324,0.186,0.208,0,0.775292,3.782518,7.228382,2.549480,2.063114,7.392740,1.000000,1.534278
0783,"5_1_0,18_0_0,18_3_0","5_0_0,14_0_0,14_3_0",25,2323812,0.313,0.154,0.211,0.321,0,1.408741,8582.495787,4456.526429,1161.024632,4130.883290,11638.078986,1.000000,2.211680
0784,"23_0_0,18_0_0","17_0_0,14_0_0",23,780360957,0.282,0.250,0.128,0.341,0,0.416933,191.184069,637.040603,121.809732,378.975567,582.247227,1.000000,1.966460
0785,"9_3_0,18_4_0,12_0_0,18_0_0","11_3_0,14_4_0,12_2_0,14_0_0",25,69769978,0.250,0.272,0.122,0.356,0,0.837064,977.939475,3023.915601,750.279339,261.891750,1586.764712,1.000000,5.074424
0786,"9_3_0,9_3_0","21_3_0,11_3_0",24,338867145,0.286,0.128,0.284,0.302,0,0.517520,5.143525,9.673623,0.526843,5.321582,21.080553,1.000000,2.960340
0787,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",23,842302011,0.304,0.274,0.203,0.219,0,0.803738,1373.682229,12501.033402,3113.409547,5026.372621,18490.404327,1.000000,1.936013
0788,"19_0_0,4_1_0,4_1_0,18_0_0,18_0_0,11_0_0","15_0_0,7_1_0,7_0_0,20_0_0,14_0_0,9_0_0",21,736644428,0.311,0.128,0.148,0.414,0,1.039547,1.307123,4.822472,0.455932,5.338566,7.375204,1.000000,1.416788
0789,"23_0_0,18_0_0,1_0_0,11_0_0","17_0_0,14_0_0,2_0_0,9_0_0",19,325344837,0.423,0.139,0.136,0.303,0,0.742737,2.741276,3.478865,0.366389,5.839881,8.032856,1.000000,1.450162
0790,"9_0_0","11_0_0",19,948851965,0.267,0.225,0.274,0.234,0,0.520349,2.170237,4.994396,1.099311,2.778576,10.339952,1.000000,1.111958
0791,"19_0_0,19_0_0,18_0_0,1_0_0","15_0_0,21_0_0,14_0_0,2_0_0",21,136346558,0.362,0.107,0.253,0.278,0,0.364710,3.282619,4.810977,0.201801,4.642059,7.234320,1.000000,2.584362
0792,"9_0_0,1_0_0","11_0_0,2_0_0",24,267221518,0.295,0.260,0.210,0.235,0,1.389514,943.503449,808.298083,666.536288,1604.146914,5488.653153,1.000000,0.555409
0793,"18_0_0,15_0_0,21_0_0,11_0_0","14_0_0,22_0_0,6_0_0,9_0_0",21,212317453,0.417,0.153,0.157,0.273,0,0.392180,0.520869,0.674953,0.000100,0.000100,1.217183,1.000000,1.873275
0794,"2_0_0","1_0_0",19,32339202,0.391,0.091,0.220,0.297,0,0.905360,2474.919507,1321.672064,772.423768,2745.362327,4512.717431,1.000000,0.361800
0795,"21_0_0,1_0_0","11_0_0,2_0_0",24,131199668,0.400,0.090,0.248,0.262,0,1.137139,2.323218,1.694951,0.395692,1.494498,12.318685,1.000000,1.545624
0796,"18_5_0,18_0_0,2_0_0,14_8_0,9_0_0","14_5_0,14_0_0,1_0_0,18_8_0,11_0_0",24,132071025,0.361,0.196,0.163,0.280,0,0.285721,0.860031,2.855419,0.424483,2.282364,3.084390,1.000000,4.964886
0797,"11_0_0,2_0_0","9_0_0,1_0_0",23,746491609,0.145,0.154,0.305,0.397,0,1.760904,47.396361,12.485800,0.000100,0.000100,14.391321,1.000000,0.447823
0798,"18_0_0,11_0_0","14_0_0,9_0_0",22,618838848,0.353,0.200,0.184,0.264,0,0.665315,923.701396,1894.306677,155.209255,1125.200166,1927.725676,1.000000,1.538595
0799,"15_0_0,11_0_0","22_0_0,9_0_0",24,48979967,0.256,0.227,0.215,0.302,0,0.579880,1.963549,5.224063,0.438429,1.664451,4.914834,1.000000,0.996038
0800,"1_0_0,4_0_0","2_0_0,7_0_0",23,171333141,0.241,0.231,0.113,0.415,0,0.648993,1.862315,14.982240,2.021708,5.299079,4.330459,1.000000,2.028627
0801,"1_0_0,1_0_0,1_0_0,14_0_0","1_1_0,2_0_0,2_1_0,18_0_0",14,623071774,0.150,0.130,0.335,0.385,0,0.133050,13509.701907,14412.371310,2503.281879,10274.377237,25122.835364,1.000000,0.486685
0802,"24_0_0,21_0_0,21_0_0,4_0_0","14_0_0,11_0_0,9_0_0,7_0_0",23,410193224,0.432,0.179,0.184,0.205,0,0.761080,1.507156,2.137050,0.649326,0.000100,6.237409,1.000000,0.920213
0803,"15_0_0,11_0_0","22_0_0,9_0_0",24,710246282,0.293,0.253,0.303,0.150,0,0.471759,4.413634,6.791810,4.268088,2.146763,17.982713,1.000000,5.804687
0804,"4_0_0,1_0_0","7_0_0,2_0_0",25,32665607,0.400,0.200,0.150,0.250,0,0.658167,3.991883,7.463281,4.802604,3.978547,29.669443,1.000000,1.959165
0805,"23_0_0,23_0_0,18_0_0,21_1_0,21_1_0,4_0_0,1_0_0,11_0_0","17_0_0,24_0_0,14_0_0,11_1_0,9_1_0,7_0_0,2_0_0,9_0_0",25,478836860,0.390,0.151,0.299,0.160,0,0.773643,43.432203,49.947013,7.998848,25.372164,94.702760,1.000000,5.738857
0806,"19_0_0,11_0_0,1_0_0","22_0_0,9_0_0,2_0_0",22,933712310,0.410,0.097,0.313,0.179,0,0.671217,1.071960,1.103633,0.415825,0.000100,6.582727,1.000000,1.125540
0807,"18_0_0","14_0_0",19,284731378,0.200,0.348,0.206,0.245,0,0.267355,7157.916865,17495.765915,1252.367047,4577.148966,9236.395871,1.000000,1.901582
0808,"19_0_0,18_0_0,21_0_0,21_0_0,21_0_0,1_0_0,4_0_0","22_0_0,14_0_0,11_1_0,11_0_0,9_0_0,2_0_0,7_0_0",23,917420882,0.321,0.113,0.327,0.239,0,1.121835,1.468641,1.459382,0.849382,0.462683,2.536182,1.000000,1.371402
0809,"18_0_0","14_0_0",19,703841819,0.273,0.215,0.269,0.244,0,0.338314,1.384368,1.508329,1.020674,0.102278,2.071732,1.000000,1.015493
0810,"18_0_0,4_0_0,1_0_0,14_1_0","14_0_0,7_0_0,2_0_0,18_1_0",18,13477212,0.261,0.227,0.234,0.279,0,0.252712,4.230942,4.774647,1.571021,0.000100,8.661333,1.000000,1.158495
0811,"18_0_0,11_0_0","14_0_0,9_0_0",23,879543042,0.349,0.176,0.284,0.191,0,0.914060,2.482436,3.330152,0.945561,1.916602,4.562442,1.000000,0.664595
0812,"18_0_0,15_0_0,24_0_0,21_0_0,21_0_0,1_0_0,4_0_0","14_0_0,22_0_0,20_0_0,9_0_0,11_0_0,2_0_0,7_0_0",24,652026051,0.228,0.195,0.308,0.269,0,0.478934,865.763311,16790.138949,6969.748280,13437.787818,15353.908129,1.000000,1.709747
0813,"18_0_0,15_0_0,1_0_0,11_0_0","14_0_0,22_0_0,2_0_0,9_0_0",23,458806272,0.303,0.146,0.227,0.324,0,0.764299,9.586637,9.852128,3.352817,0.000100,12.073123,1.000000,1.854847
0814,"18_0_0,11_0_0","14_0_0,9_0_0",24,864605401,0.298,0.369,0.215,0.119,0,1.166166,221.801257,385.953977,155.318772,88.786001,523.960260,1.000000,1.752053
0815,"9_4_0,18_0_0,18_0_0,18_0_0,1_2_0,1_2_0,11_0_0","11_4_0,14_6_0,18_6_0,14_0_0,1_0_0,2_0_0,9_0_0",25,480782347,0.234,0.194,0.307,0.266,0,0.407683,1005.868513,1588.686882,725.399947,803.377255,3697.005727,1.000000,2.558820
0816,"24_1_0,18_0_0,18_0_0,11_0_0,11_1_0","20_1_0,20_0_0,14_0_0,9_0_0,9_1_0",24,660184103,0.388,0.153,0.221,0.238,0,0.840644,56.322010,68.459084,7.713801,35.308460,158.327211,1.000000,5.040986
0817,"9_4_0,15_1_0,18_1_0,18_0_0,21_1_0,21_1_0,15_2_0,24_2_0,11_3_0,4_3_0","11_4_0,22_1_0,14_1_0,14_0_0,11_1_0,9_1_0,19_2_0,20_2_0,9_3_0,7_3_0",23,211536012,0.209,0.176,0.148,0.467,0,0.478674,6.794613,6.603872,0.466312,3.799286,6.973632,1.000000,12.125872
0818,"23_0_0,18_0_0,21_1_0,21_1_0,11_0_0","17_0_0,14_0_0,11_1_0,9_1_0,9_0_0",22,150132565,0.311,0.286,0.141,0.262,0,0.655967,465.189658,2965.164291,453.156603,2254.658197,3561.819678,1.000000,2.795094
0819,"25_1_0,18_0_0,11_0_0","25_0_0,14_0_0,9_0_0",20,510743218,0.302,0.334,0.219,0.144,0,0.526593,1592.338247,14694.488360,9863.366123,7726.881420,18851.709491,1.000000,0.772441
0820,"1_0_0,14_0_0","2_0_0,18_0_0",20,989739629,0.246,0.214,0.357,0.183,0,0.756498,1330.616901,1728.551387,3646.308205,1486.904753,9781.723388,1.000000,0.784339
0821,"15_1_0,4_1_0,18_0_0,9_5_0,15_0_0,19_0_0,15_4_0,1_0_0,11_1_0,25_0_0","22_1_0,7_1_0,14_0_0,11_5_0,9_0_0,22_0_0,15_3_0,2_0_0,9_1_0,11_0_0",24,353842311,0.276,0.222,0.115,0.387,0,0.814658,2.248094,5.925245,0.000100,0.000100,1.337339,1.000000,3.858219
0822,"11_0_0","9_0_0",25,318505668,0.395,0.229,0.171,0.205,0,1.126000,3.409914,5.480276,0.000100,1.607000,7.298897,1.000000,1.015329
0823,"18_0_0,11_0_0,20_1_0,1_0_0,4_0_0","14_0_0,9_0_0,20_0_0,2_0_0,7_0_0",24,701969903,0.370,0.184,0.262,0.184,0,0.980965,2.897026,4.247885,0.000100,2.200459,16.863886,1.000000,3.944251
0824,"9_0_0","11_0_0",21,421794060,0.378,0.324,0.154,0.144,0,1.825225,0.156135,2.105418,0.219330,2.127375,2.396772,1.000000,0.551529
0825,"18_0_0,1_0_0,11_1_0","14_0_0,2_0_0,9_1_0",25,211888092,0.258,0.232,0.310,0.200,0,2.018774,4.801182,3.994222,1.530036,2.987263,10.083912,1.000000,2.512140
0826,"18_0_0,2_1_0,4_0_0,9_0_0","14_0_0,1_1_0,7_0_0,11_0_0",21,277550042,0.383,0.201,0.330,0.086,0,0.761643,0.815583,0.781812,1.623963,0.601503,6.319557,1.000000,8.120327
0827,"23_0_0,15_0_0,18_0_0,4_0_0,11_0_0","17_0_0,22_0_0,14_0_0,7_0_0,9_0_0",20,992047216,0.388,0.187,0.177,0.248,0,0.481688,3.008207,4.054038,1.484544,0.896244,4.852093,1.000000,2.127838
0828,"14_0_0,2_0_0","18_0_0,1_0_0",22,449098171,0.293,0.285,0.232,0.189,0,0.534486,1.630237,6.338627,1.969090,6.087642,26.506978,1.000000,0.516960
0829,"18_0_0,11_0_0","14_0_0,9_0_0",20,638582047,0.516,0.169,0.184,0.131,0,1.051718,5.626334,2.741371,1.274399,10.529392,18.289300,1.000000,0.560962
0830,"19_0_0,1_0_0","15_0_0,2_0_0",20,356377167,0.377,0.174,0.272,0.177,0,0.460906,1.514847,0.273540,1.181223,0.531872,6.810092,1.000000,0.911162
0831,"NA","NA",20,23520836,0.327,0.132,0.270,0.272,0,0.476688,3193.994331,4507.735282,3002.180538,6785.002864,17039.025141,1.000000,1.266419
0832,"9_3_0,9_3_0,9_3_0,9_3_0,21_2_0,21_2_0,4_0_0,11_0_0,1_0_0","11_3_0,11_1_0,11_4_0,9_1_0,9_2_0,11_2_0,7_0_0,9_0_0,2_0_0",20,222592089,0.400,0.123,0.210,0.267,0,1.675026,0.780077,4.497713,3.125029,1.303202,24.284426,1.000000,0.792280
0833,"18_0_0,11_0_0","14_0_0,9_0_0",21,769541854,0.236,0.202,0.222,0.340,0,0.558292,29.099198,38.263208,2.068856,2.807051,21.732060,1.000000,1.005465
0834,"23_1_0,23_1_0,15_0_0,4_0_0,11_0_0,11_0_0,20_1_0,20_1_0,20_1_0","17_1_0,17_2_0,22_0_0,7_0_0,9_0_0,21_0_0,16_1_0,14_1_0,18_1_0",17,798704514,0.270,0.132,0.286,0.312,0,0.797947,5892.296659,11557.838274,10734.471989,2991.951682,13587.390531,1.000000,0.692436
0835,"15_0_0","22_0_0",22,942599559,0.436,0.220,0.176,0.168,0,1.025963,186.628426,223.203539,33.019553,313.819352,1051.677246,1.000000,0.918075
0836,"18_0_0,15_0_0,11_0_0","14_0_0,22_0_0,9_0_0",21,67341112,0.290,0.306,0.191,0.212,0,0.623387,0.802663,2.018590,0.599298,0.916458,2.314838,1.000000,1.262803
0837,"19_0_0,18_0_0,21_1_0,21_1_0,11_0_0","15_0_0,14_0_0,11_1_0,9_1_0,9_0_0",21,427186750,0.395,0.116,0.255,0.235,0,0.441692,718.933616,568.369242,295.063875,432.783399,1014.627539,1.000000,1.260972
0838,"19_0_0,9_2_0,18_0_0","22_0_0,11_2_0,14_0_0",22,381945092,0.352,0.173,0.240,0.235,0,0.547556,1.184059,1.442165,0.661417,0.842008,2.642936,1.000000,1.648571
0839,"1_0_0,11_0_0","2_0_0,9_0_0",24,989608717,0.406,0.311,0.146,0.136,0,1.347491,0.485978,3.237664,0.411125,0.930712,2.416410,1.000000,9.713981
0840,"18_5_0,18_5_0,18_4_0","14_5_0,24_3_0,14_4_0",19,790295179,0.412,0.129,0.135,0.324,0,0.472811,2.981519,2.518023,0.315665,6.128756,5.922180,1.000000,1.195061
0841,"18_0_0,11_0_0","14_0_0,9_0_0",25,473433063,0.318,0.207,0.263,0.212,0,4.732247,1.337737,1.981557,0.483479,0.000100,2.302891,1.000000,1.582449
0842,"18_0_0,11_0_0,1_0_0","14_0_0,9_0_0,2_0_0",23,68465622,0.216,0.268,0.188,0.327,0,1.061233,5.778527,18.208734,3.013173,10.740009,21.491823,1.000000,1.564078
0843,"18_0_0,22_1_0,11_0_0","14_0_0,22_0_0,9_0_0",20,466371482,0.449,0.113,0.319,0.120,0,0.412260,12.017999,3.412381,12.862037,2.176327,28.112134,1.000000,1.284745
0844,"15_0_0,18_0_0,18_0_0,18_0_0","22_0_0,14_1_0,14_0_0,18_1_0",15,173596633,0.323,0.238,0.100,0.338,0,0.238817,7186.629581,24089.095176,6746.001811,9497.626584,6827.061322,1.000000,1.700187
0845,"4_0_0,22_0_0,14_0_0","7_0_0,15_0_0,18_0_0",21,935527488,0.250,0.246,0.208,0.296,0,0.467466,48.848149,9.084067,6.392532,31.668757,51.667300,1.000000,0.755009
0846,"15_1_0,15_1_0,6_1_0,6_1_0,6_1_0,11_0_0,1_0_0,4_0_0","19_1_0,22_1_0,21_1_0,11_1_0,9_1_0,9_0_0,2_0_0,7_0_0",21,825147506,0.368,0.166,0.181,0.285,0,0.304854,843.420800,3941.323264,1682.893797,7604.834864,6330.681689,1.000000,2.981442
0847,"1_0_0,11_1_0,7_4_0","2_0_0,9_1_0,4_4_0",23,317911172,0.304,0.152,0.213,0.331,0,0.680704,5.630414,5.623803,1.780760,5.178082,15.311248,1.000000,1.838666
0848,"18_0_0,1_0_0,4_0_0","14_0_0,2_0_0,7_0_0",23,31320023,0.237,0.188,0.300,0.275,0,0.536544,2.972157,2.439984,2.381150,0.000100,4.857785,1.000000,3.033541
0849,"14_0_0","18_0_0",25,316535525,0.299,0.164,0.265,0.272,0,2.617760,3.885208,2.325372,4.049325,2.875673,6.111788,1.000000,0.604919
0850,"18_0_0,1_0_0,16_0_0,11_0_0","14_0_0,2_0_0,16_2_0,9_0_0",25,556751088,0.290,0.212,0.247,0.250,0,1.152460,4.150921,21.455721,2.839233,8.187301,33.152264,1.000000,1.530352
0851,"18_0_0,21_0_0,14_1_0","14_0_0,9_0_0,18_1_0",24,360941753,0.360,0.175,0.156,0.308,0,0.881284,4.071725,3.484169,0.256573,0.730397,6.225789,1.000000,2.754987
0852,"15_0_0,11_0_0,14_0_0","22_0_0,9_0_0,18_0_0",22,358045948,0.392,0.138,0.254,0.217,0,0.739348,6.666230,11.103631,3.732349,4.327004,17.969608,1.000000,4.471798
0853,"15_0_0,1_0_0,4_0_0","22_0_0,2_0_0,7_0_0",25,526011495,0.394,0.116,0.265,0.225,0,1.842335,6.683608,2.592347,0.690390,6.625951,20.423628,1.000000,1.917343
0854,"4_1_0,4_1_0,18_0_0,21_0_0,21_0_0","4_2_0,7_1_0,14_0_0,11_0_0,9_0_0",22,614237634,0.400,0.231,0.234,0.134,0,0.422442,3.455300,3.702558,0.469464,1.254414,16.222528,1.000000,2.182536
0855,"18_0_0,1_0_0","14_0_0,2_0_0",22,454673594,0.397,0.178,0.147,0.278,0,1.495963,1088.367282,4784.416994,1287.946741,7293.235390,3463.534148,1.000000,1.219405
0856,"1_0_0,11_0_0","2_0_0,9_0_0",24,761411297,0.368,0.165,0.197,0.270,0,0.811450,1.455671,3.074003,0.000100,2.791038,3.792775,1.000000,2.149840
0857,"23_0_0,9_0_0,7_0_0,14_0_0,25_0_0","17_0_0,11_0_0,4_0_0,18_0_0,19_0_0",17,59129662,0.330,0.126,0.286,0.259,0,0.581798,4.655004,2.510385,0.000100,2.052023,6.264765,1.000000,0.629239
0858,"25_0_0,25_0_0","11_0_0,9_0_0",18,407473745,0.415,0.118,0.227,0.240,0,0.348974,1.908251,5.523095,1.350444,9.185877,10.160463,1.000000,0.673120
0859,"18_0_0,11_0_0","14_0_0,9_0_0",23,65789224,0.376,0.179,0.157,0.289,0,0.491445,4.490871,6.017058,1.016098,1.508970,2.813633,1.000000,3.390986
0860,"6_2_0,1_0_0,11_0_0,4_0_0","6_0_0,2_0_0,9_0_0,7_0_0",22,787250707,0.320,0.158,0.130,0.392,0,0.743139,1.651938,6.212397,0.183929,3.982706,8.202032,1.000000,1.790187
0861,"NA","NA",25,903581087,0.217,0.197,0.194,0.391,0,2.069211,4.914534,10.850451,3.149354,5.190515,15.391020,1.000000,0.420997
0862,"1_0_0","2_0_0",24,596564570,0.232,0.127,0.282,0.360,0,0.756619,31.817141,19.039251,6.250370,15.012999,37.377543,1.000000,1.377981
0863,"9_2_0,23_0_0,18_0_0,2_0_0,18_3_0,11_1_0,11_0_0","11_2_0,17_0_0,14_0_0,1_0_0,14_3_0,9_1_0,9_0_0",25,19930474,0.225,0.200,0.291,0.284,0,0.869430,17.038120,14.568029,8.006812,7.932972,22.863480,1.000000,21.044566
0864,"23_0_0,18_0_0,15_0_0,10_2_0,1_0_0","17_0_0,14_0_0,22_0_0,10_1_0,2_0_0",19,822244178,0.295,0.168,0.177,0.360,0,0.515147,4.227564,12.041031,0.855317,3.821425,5.902937,1.000000,2.811690
0865,"18_0_0,11_0_0","14_0_0,9_0_0",24,650657579,0.344,0.109,0.289,0.258,0,2.058162,3.113769,2.348516,0.750254,0.000100,6.277516,1.000000,1.791282
0866,"9_0_0,9_0_0,2_0_0","11_0_0,21_0_0,1_0_0",22,182031248,0.322,0.246,0.196,0.236,0,0.810010,0.812167,3.425352,0.572379,1.273340,9.630655,1.000000,0.874031
0867,"18_2_0","14_2_0",23,376844318,0.341,0.195,0.268,0.196,0,0.638173,519.477080,846.751674,1428.562438,1804.152333,6452.087417,1.000000,2.120281
0868,"18_0_0,1_0_0","14_0_0,2_0_0",25,726406027,0.380,0.235,0.208,0.177,0,1.342735,634.173098,1265.407748,492.393378,1599.085941,2551.670240,1.000000,2.131900
0869,"15_1_0,23_1_0,18_0_0,11_0_0","19_1_0,17_1_0,14_0_0,9_0_0",23,905162257,0.313,0.129,0.183,0.375,0,0.577636,5.529067,5.800467,0.941317,5.489297,7.351910,1.000000,2.434874
0870,"15_0_0,18_0_0,24_0_0,1_0_0,11_0_0","22_0_0,14_0_0,20_0_0,2_0_0,9_0_0",24,802067163,0.313,0.110,0.227,0.350,0,1.076989,2124.818985,8480.815562,1185.423380,13227.479290,20114.730397,1.000000,6.101081
0871,"9_3_0,9_2_0,18_0_0,4_3_0,1_0_0,11_0_0","11_3_0,11_2_0,14_0_0,7_3_0,2_0_0,9_0_0",24,988433234,0.453,0.155,0.210,0.182,0,1.100501,3.440660,1.540770,0.804968,1.834057,4.380771,1.000000,6.707545
0872,"1_0_0,11_0_0","2_0_0,9_0_0",23,291625923,0.304,0.218,0.165,0.314,0,0.692823,5173.202032,11107.852766,2276.121606,2811.040339,11756.300449,1.000000,0.978404
0873,"19_0_0,19_0_0,19_0_0,19_0_0,19_0_0,23_0_0,4_1_0,18_0_0,1_0_0,11_0_0,4_0_0","25_0_0,12_0_0,15_0_0,6_0_0,22_0_0,17_0_0,7_1_0,14_0_0,2_0_0,9_0_0,7_0_0",20,275075798,0.135,0.120,0.408,0.337,0,4.796851,76565.564252,39385.505313,32861.207843,35160.277754,98140.744917,1.000000,1.776027
0874,"24_1_0,23_0_0,15_0_0,1_0_0,11_0_0,14_1_0","20_1_0,17_0_0,21_0_0,2_0_0,9_0_0,18_1_0",21,813283918,0.337,0.194,0.176,0.293,0,1.210181,10.747932,9.430627,4.193279,7.627468,18.677488,1.000000,2.732598
0875,"18_0_0,18_0_0,5_0_0,21_1_0,21_1_0,21_1_0,11_0_0,4_0_0","14_0_0,20_3_0,5_2_0,21_0_0,11_1_0,9_1_0,9_0_0,7_0_0",21,768162474,0.157,0.238,0.269,0.336,0,1.213053,8149.874269,8583.317058,0.000100,1262.645137,3190.573844,1.000000,1.393415
0876,"18_5_0,15_0_0,2_1_0,21_0_0,21_0_0","18_0_0,22_0_0,1_1_0,11_0_0,9_0_0",20,264986862,0.187,0.221,0.206,0.387,0,0.498601,12.478789,23.452592,3.924590,2.083730,11.643644,1.000000,2.807547
0877,"15_0_0,21_0_0,21_0_0,1_0_0","22_0_0,11_0_0,9_0_0,2_0_0",24,243293693,0.270,0.219,0.114,0.397,0,1.644062,1.171433,5.732190,0.889647,2.931232,3.686554,1.000000,1.313546
0878,"18_2_0,18_0_0,18_3_0,11_0_0","14_2_0,14_0_0,14_3_0,9_0_0",24,372608130,0.334,0.287,0.201,0.178,0,0.999331,10.296819,18.668814,3.665355,12.067350,62.853237,1.000000,2.378060
0879,"19_0_0,20_0_0","22_0_0,24_0_0",23,710715796,0.243,0.291,0.131,0.336,0,1.566355,4.080979,7.100386,2.601459,6.107370,5.235282,1.000000,0.387167
0880,"23_0_0,18_0_0,2_1_0,11_0_0,7_4_0","17_0_0,14_0_0,1_1_0,9_0_0,4_4_0",24,764792819,0.273,0.235,0.141,0.351,0,0.760835,0.516037,1.749201,0.648037,0.969465,3.004083,1.000000,1.703600
0881,"15_1_0,4_1_0,21_1_0,21_1_0","22_1_0,7_1_0,11_1_0,9_1_0",24,240321172,0.246,0.222,0.258,0.274,0,3.209774,3.144551,3.225174,1.170337,0.000100,2.946991,1.000000,4.913884
0882,"15_0_0,18_0_0,11_0_0,11_0_0,1_0_0","22_0_0,14_0_0,9_0_0,21_0_0,2_0_0",23,205142756,0.259,0.230,0.243,0.268,0,1.421172,3.697685,6.179070,7.265356,0.641999,24.759420,1.000000,0.896779
0883,"24_0_0,11_0_0,1_0_0","20_0_0,9_0_0,2_0_0",21,352345059,0.258,0.172,0.335,0.235,0,0.369179,2310.693354,4991.198914,358.917771,3534.920366,9393.403973,1.000000,1.310620
0884,"4_0_0","7_0_0",16,880751881,0.291,0.223,0.194,0.291,0,0.395858,4.435886,9.907978,2.227996,10.813223,12.887713,1.000000,0.314031
0885,"23_0_0,18_0_0,11_0_0","17_0_0,14_0_0,9_0_0",22,917635901,0.303,0.205,0.224,0.268,0,0.408866,2.644710,5.074684,1.423896,5.986685,4.464445,1.000000,0.954721
0886,"11_0_0,1_0_0","9_0_0,2_0_0",19,940866403,0.298,0.356,0.165,0.180,0,0.328070,1.839242,42.783891,8.842425,0.000100,6.307472,1.000000,2.704188
0887,"15_0_0,11_0_0","22_0_0,9_0_0",25,600858962,0.446,0.179,0.226,0.149,0,1.499174,23.399848,77.423969,31.023686,59.199837,240.354756,1.000000,1.334364
0888,"9_2_0,18_0_0,15_0_0,11_1_0,11_0_0,4_0_0","11_2_0,14_0_0,22_0_0,9_1_0,9_0_0,7_0_0",25,584603403,0.379,0.140,0.206,0.276,0,1.720571,1837.156567,2647.429083,1016.697565,2001.569092,6019.940545,1.000000,3.292977
0889,"6_1_0,18_0_0,4_0_0,11_0_0","6_0_0,14_0_0,7_0_0,9_0_0",22,99724733,0.238,0.273,0.277,0.212,0,1.095553,0.441077,1.710774,1.330101,0.167550,1.570813,1.000000,1.469624
0890,"4_1_0,18_0_0,11_1_0,11_0_0","7_1_0,14_0_0,9_1_0,9_0_0",20,196348430,0.285,0.144,0.233,0.338,0,0.348198,774.244136,1515.741951,326.880143,1475.007850,1481.936569,1.000000,3.097221
0891,"14_0_0","18_0_0",24,501779528,0.265,0.157,0.209,0.369,1,16.148178,10.011819,13.135093,5.508297,7.481256,14.277779,1.000000,0.467110
0892,"18_4_0,18_0_0,2_1_0","14_4_0,14_0_0,1_1_0",23,47178273,0.250,0.223,0.173,0.354,0,1.301632,2.607863,10.738210,0.645205,1.349888,5.527979,1.000000,1.505687
0894,"14_0_0,23_0_0","18_0_0,17_0_0",18,850602772,0.307,0.160,0.231,0.302,0,1.304675,0.000100,18176.416017,8814.497099,9270.470909,35909.099165,1.000000,0.131724
0895,"19_0_0,11_0_0,1_0_0","15_0_0,9_0_0,2_0_0",20,689244027,0.287,0.196,0.305,0.211,0,0.239426,2.535691,3.039603,0.606178,0.419942,5.890425,1.000000,3.245062
0896,"15_0_0,18_0_0,11_0_0,4_0_0","22_0_0,14_0_0,9_0_0,7_0_0",24,639344268,0.328,0.223,0.320,0.128,0,1.103593,2.604121,1.933002,2.396711,0.919573,5.491029,1.000000,1.141849
0897,"18_4_0,11_0_0,1_0_0","14_4_0,9_0_0,2_0_0",22,905631594,0.222,0.271,0.220,0.286,0,0.637636,3158.672362,5854.040741,3127.748454,540.565040,1993.282079,1.000000,4.077615
0898,"21_0_0,1_0_0,4_0_0","9_0_0,2_0_0,7_0_0",23,356902349,0.387,0.147,0.282,0.184,0,0.805979,3.584303,2.213446,0.561129,1.511635,2.247481,1.000000,0.841371
0899,"9_0_0,9_0_0,9_2_0,2_0_0","21_0_0,11_0_0,11_2_0,1_0_0",20,332775305,0.312,0.125,0.273,0.290,0,1.495201,5.263005,9.522824,3.139320,0.000100,17.806696,1.000000,0.284488
0900,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",24,586062217,0.274,0.115,0.288,0.323,0,1.156885,7.008408,9.945794,1.672804,11.523334,14.037926,1.000000,1.458599
